lemma,family_rank,family_freq,forms
téter,14615,464,tète téter
impertinent,14616,464,impertinent impertinente
facturer,14617,464,facturer facturé
stevenson,14618,463,stevenson
grammaire,14619,463,grammaire
scans,14620,463,scans
kemp,14621,463,kemp
vern,14622,463,vern
quagmire,14623,463,quagmire
clapet,14624,463,clapet
hitchcock,14625,463,hitchcock
succulent,14626,463,succulent succulente
perpétuer,14627,463,perpétuer perpétue
chandelier,14628,463,chandelier chandeliers
réticent,14629,463,réticent réticente
fable,14630,463,fable fables
averse,14631,463,averse averses
dessécher,14632,463,desséché desséchée dessèche
inexpliqué,14633,463,inexpliqué inexpliquées inexpliqués inexpliquée
tok',14634,462,tok'
cleo,14635,462,cleo
macy,14636,462,macy
répondant,14637,462,répondant
kendrick,14638,462,kendrick
sahib,14639,462,sahib
jean-paul,14640,462,jean-paul
elmo,14641,462,elmo
maillon,14642,462,maillon
drainer,14643,462,drainer drainé
ingérer,14644,462,ingéré ingérer
vestige,14645,462,vestiges vestige
vaporiser,14646,462,vaporiser vaporisé vaporise
faune,14647,461,faune
shalom,14648,461,shalom
écorce,14649,461,écorce
georgina,14650,461,georgina
rade,14651,461,rade
nectar,14652,461,nectar
amenez-la,14653,461,amenez-la
rosewood,14654,461,rosewood
duval,14655,461,duval
contondant,14656,461,contondant
slow,14657,461,slow
snyder,14658,461,snyder
ermite,14659,461,ermite
elisa,14660,461,elisa
mais-,14661,461,mais-
volcanique,14662,461,volcanique volcaniques
mutilation,14663,461,mutilation mutilations
veston,14664,460,veston
rachat,14665,460,rachat
horoscope,14666,460,horoscope
warrick,14667,460,warrick
poséidon,14668,460,poséidon
kato,14669,460,kato
emery,14670,460,emery
vigilance,14671,460,vigilance
usure,14672,460,usure
lucinda,14673,460,lucinda
griff,14674,460,griff
control,14675,460,control
franks,14676,460,franks
anticorps,14677,460,anticorps
amphétamine,14678,460,amphétamines amphés
talkie-walkie,14679,460,talkie-walkie talkies-walkies
positionner,14680,460,positionner positionne positionné
desserrer,14681,460,desserrer desserré desserre
démarquer,14682,460,démarquer démarqué démarque
14e,14683,459,14e
standing,14684,459,standing
inspirant,14685,459,inspirant
restons-en,14686,459,restons-en
ibrahim,14687,459,ibrahim
bucky,14688,459,bucky
smitty,14689,459,smitty
hadji,14690,459,hadji
gluten,14691,459,gluten
réplicateurs,14692,459,réplicateurs
try,14693,459,try
prête-moi,14694,459,prête-moi
inquisition,14695,459,inquisition
hypothétique,14696,459,hypothétique
cryptage,14697,459,cryptage
mcgill,14698,459,mcgill
crique,14699,459,crique
mother,14700,459,mother
continental,14701,459,continental continentale
capillaire,14702,459,capillaire capillaires
auditif,14703,459,auditif auditive auditives
demi-journée,14704,458,demi-journée
aya,14705,458,aya
nettoyant,14706,458,nettoyant
dialyse,14707,458,dialyse
t-on,14708,458,t-on
régal,14709,458,régal
incarnation,14710,458,incarnation
déclic,14711,458,déclic
prévention,14712,458,prévention
rudement,14713,458,rudement
sí,14714,458,sí
pavel,14715,458,pavel
eppes,14716,458,eppes
jocelyn,14717,458,jocelyn
excalibur,14718,458,excalibur
rendormir,14719,458,rendormir rendors
torcher,14720,458,torcher torché
lamenter,14721,458,lamenter lamente
lazare,14722,457,lazare
amplement,14723,457,amplement
sécession,14724,457,sécession
huey,14725,457,huey
tiens-la,14726,457,tiens-la
observatoire,14727,457,observatoire
mar,14728,457,mar
manu,14729,457,manu
béka,14730,457,béka
nouvelle-zélande,14731,457,nouvelle-zélande
nicholson,14732,457,nicholson
calmos,14733,457,calmos
verticale,14734,457,verticale
hardison,14735,457,hardison
borden,14736,457,borden
trainé,14737,457,trainé
cure-dent,14738,457,cure-dents cure-dent
parieur,14739,457,parieurs parieur
tsunami,14740,456,tsunami
arrangée,14741,456,arrangée
ève,14742,456,ève
estropié,14743,456,estropié
kimura,14744,456,kimura
rejoignez-moi,14745,456,rejoignez-moi
macdonald,14746,456,macdonald
bienveillance,14747,456,bienveillance
feinte,14748,456,feinte
glande,14749,456,glande
peabody,14750,456,peabody
batard,14751,456,batard
chaz,14752,456,chaz
ipad,14753,456,ipad
jumper,14754,456,jumper
odessa,14755,456,odessa
bristol,14756,456,bristol
rémission,14757,456,rémission
giuseppe,14758,456,giuseppe
clary,14759,456,clary
démentir,14760,456,démente démentir
couver,14761,456,couve couver
brusquer,14762,456,brusques brusquer
alfonso,14763,455,alfonso
attrapez-la,14764,455,attrapez-la
toupet,14765,455,toupet
gui,14766,455,gui
hartley,14767,455,hartley
fisk,14768,455,fisk
sus,14769,455,sus
clarice,14770,455,clarice
sinbad,14771,455,sinbad
chick,14772,455,chick
mcgarrett,14773,455,mcgarrett
flag,14774,455,flag
boogie,14775,455,boogie
avant-garde,14776,455,avant-garde
tyrone,14777,455,tyrone
corset,14778,455,corset
basil,14779,455,basil
équivaloir,14780,455,équivaut
faisan,14781,455,faisan faisans
tourelle,14782,455,tourelle tourelles
indirect,14783,455,indirectes indirecte indirect
nami,14784,454,nami
rave,14785,454,rave
patiner,14786,454,patiner
davina,14787,454,davina
mouth,14788,454,mouth
patel,14789,454,patel
chandail,14790,454,chandail
inconcevable,14791,454,inconcevable
sans-abris,14792,454,sans-abris
frivole,14793,454,frivole frivoles
commanditaire,14794,454,commanditaire commanditaires
garniture,14795,454,garniture garnitures
cancéreux,14796,454,cancéreux cancéreuses
rembobiner,14797,454,rembobine rembobiner
rayonnant,14798,454,rayonnante rayonnant
tune,14799,454,tune tunes
ébruiter,14800,454,ébruite ébruiter
calcutta,14801,453,calcutta
halliwell,14802,453,halliwell
rowan,14803,453,rowan
motors,14804,453,motors
grappin,14805,453,grappin
there',14806,453,there'
jurez-vous,14807,453,jurez-vous
voilier,14808,453,voilier
envoyez-le,14809,453,envoyez-le
matilda,14810,453,matilda
gynécologue,14811,453,gynécologue
hammer,14812,453,hammer
kaiser,14813,453,kaiser
scalp,14814,453,scalp scalps
exhumer,14815,453,exhumer exhumé
subtilité,14816,453,subtilité subtilités
cierge,14817,453,cierge cierges
blackie,14818,452,blackie
aujourd',14819,452,aujourd'
avare,14820,452,avare
aloha,14821,452,aloha
booster,14822,452,booster
niko,14823,452,niko
topher,14824,452,topher
narcisse,14825,452,narcisse
mendez,14826,452,mendez
olympe,14827,452,olympe
morve,14828,452,morve
réfuter,14829,452,réfuter réfute
constructif,14830,452,constructif constructive
cicatriser,14831,452,cicatriser cicatrise cicatrisé
métabolisme,14832,451,métabolisme
accorde-moi,14833,451,accorde-moi
jessi,14834,451,jessi
mathias,14835,451,mathias
kiev,14836,451,kiev
hawthorne,14837,451,hawthorne
gratifiant,14838,451,gratifiant
écoeurant,14839,451,écoeurant
marcello,14840,451,marcello
daim,14841,451,daim
bobbi,14842,451,bobbi
téléchargement,14843,451,téléchargement
autonomie,14844,451,autonomie
livret,14845,451,livret
mets-lui,14846,451,mets-lui
joaquin,14847,451,joaquin
feldman,14848,451,feldman
sors-tu,14849,451,sors-tu
royaume-uni,14850,451,royaume-uni
ban,14851,451,ban bans
rougeur,14852,451,rougeurs rougeur
parlons-nous,14853,450,parlons-nous
grillage,14854,450,grillage
because,14855,450,because
shop,14856,450,shop
veto,14857,450,veto
méditerranée,14858,450,méditerranée
cheri,14859,450,cheri
scientifiquement,14860,450,scientifiquement
notre-dame,14861,450,notre-dame
truth,14862,450,truth
burn,14863,450,burn
coulant,14864,450,coulant
havre,14865,450,havre
corn,14866,450,corn
steiner,14867,450,steiner
browning,14868,450,browning
persuasion,14869,450,persuasion
jimi,14870,450,jimi
boudin,14871,450,boudin
visqueux,14872,450,visqueux visqueuse
rouage,14873,450,rouages rouage
névrosé,14874,450,névrosé névrosée
mouvementer,14875,450,mouvementée mouvementé
adrianna,14876,449,adrianna
ensoleillé,14877,449,ensoleillé
emblème,14878,449,emblème
smithers,14879,449,smithers
guilde,14880,449,guilde
gazette,14881,449,gazette
dam,14882,449,dam
voiturier,14883,449,voiturier
étirer,14884,449,étirer
passe-t,14885,449,passe-t
mélancolie,14886,449,mélancolie
samu,14887,449,samu
moby,14888,449,moby
lau,14889,449,lau
irais-tu,14890,449,irais-tu
dis-le-lui,14891,449,dis-le-lui
townsend,14892,449,townsend
per,14893,449,per
lightman,14894,449,lightman
astronome,14895,449,astronome astronomes
belfast,14896,448,belfast
nine,14897,448,nine
cirage,14898,448,cirage
guillotine,14899,448,guillotine
tabarnac,14900,448,tabarnac
liang,14901,448,liang
bartlet,14902,448,bartlet
broyer,14903,448,broyer
illégitime,14904,448,illégitime
herald,14905,448,herald
kip,14906,448,kip
constitué,14907,448,constitué
sésame,14908,448,sésame
cruche,14909,448,cruche
athena,14910,448,athena
superhéros,14911,448,superhéros
bristow,14912,448,bristow
staff,14913,448,staff
faraday,14914,448,faraday
hirondelle,14915,448,hirondelle hirondelles
beaver,14916,447,beaver
ad,14917,447,ad
tue-les,14918,447,tue-les
g',14919,447,g'
charisme,14920,447,charisme
s.h.i.e.l.d.,14921,447,s.h.i.e.l.d.
grappe,14922,447,grappe
burnett,14923,447,burnett
cup,14924,447,cup
hémisphère,14925,447,hémisphère
cyborg,14926,447,cyborg
ellison,14927,447,ellison
dissertation,14928,447,dissertation
stupéfait,14929,447,stupéfait stupéfaite
dominicain,14930,447,dominicaine dominicains dominicain
éclabousser,14931,447,éclaboussé éclabousser éclabousse
rocket,14932,446,rocket
manuelle,14933,446,manuelle
volvo,14934,446,volvo
door,14935,446,door
shine,14936,446,shine
gustave,14937,446,gustave
bouilloire,14938,446,bouilloire
agissement,14939,446,agissements
together,14940,446,together
parlez-en,14941,446,parlez-en
enorme,14942,445,enorme
cuisson,14943,445,cuisson
rendement,14944,445,rendement
sabbat,14945,445,sabbat
nba,14946,445,nba
descendance,14947,445,descendance
oi,14948,445,oi
hai,14949,445,hai
délicatement,14950,445,délicatement
kimmie,14951,445,kimmie
détestable,14952,445,détestable
margaritas,14953,445,margaritas
texture,14954,445,texture
kévin,14955,445,kévin
venons-en,14956,445,venons-en
tricia,14957,445,tricia
robyn,14958,445,robyn
assureur,14959,445,assureur assureurs
ample,14960,445,ample amples
déverser,14961,445,déverse déverser
londonien,14962,445,londonien londoniens londonienne
audit,14963,444,audit
dioxyde,14964,444,dioxyde
mann,14965,444,mann
offshore,14966,444,offshore
élixir,14967,444,élixir
maquis,14968,444,maquis
î,14969,444,î
désireux,14970,444,désireux
micky,14971,444,micky
proctor,14972,444,proctor
kiera,14973,444,kiera
osti,14974,444,osti
bosnie,14975,444,bosnie
expéditeur,14976,444,expéditeur
hands,14977,444,hands
chamailler,14978,444,chamailler chamaillent
ajourner,14979,444,ajournée ajourner
braconnier,14980,444,braconniers braconnier
faiblir,14981,444,faiblit faiblir
heinrich,14982,443,heinrich
installe-toi,14983,443,installe-toi
format,14984,443,format
paillasson,14985,443,paillasson
chauffard,14986,443,chauffard
octave,14987,443,octave
monaco,14988,443,monaco
astronomie,14989,443,astronomie
smile,14990,443,smile
alternatif,14991,443,alternatif alternatifs
tapant,14992,443,tapant tapantes
lubie,14993,443,lubie lubies
rune,14994,443,rune runes
amiable,14995,442,amiable
dalia,14996,442,dalia
tã,14997,442,tã
quej',14998,442,quej'
chiner,14999,442,china
1e,15000,442,1e
mecque,15001,442,mecque
nicotine,15002,442,nicotine
diablo,15003,442,diablo
harrington,15004,442,harrington
ser,15005,442,ser
gallo,15006,442,gallo
nessa,15007,442,nessa
saoudite,15008,442,saoudite
vulnérabilité,15009,442,vulnérabilité
mets-en,15010,442,mets-en
hoquet,15011,442,hoquet
security,15012,442,security
rebeller,15013,442,rebeller rebellé
cloner,15014,442,cloner cloné
galette,15015,442,galettes galette
allais-tu,15016,441,allais-tu
gunn,15017,441,gunn
sacrilège,15018,441,sacrilège
diagnostique,15019,441,diagnostique
austen,15020,441,austen
rejoins-nous,15021,441,rejoins-nous
injoignable,15022,441,injoignable
pasadena,15023,441,pasadena
opportuniste,15024,441,opportuniste opportunistes
disséquer,15025,441,disséquer disséqué
lombaire,15026,441,lombaire lombaires
minimal,15027,441,minimale minimal
exceller,15028,441,excelle exceller
fantasmer,15029,441,fantasmer fantasmé
fluctuation,15030,441,fluctuations fluctuation
notice,15031,440,notice
déca,15032,440,déca
19e,15033,440,19e
péniche,15034,440,péniche
épilepsie,15035,440,épilepsie
jagger,15036,440,jagger
caprica,15037,440,caprica
appellez,15038,440,appellez
exploité,15039,440,exploité
pourparler,15040,440,pourparlers
cardiologue,15041,440,cardiologue
pacotille,15042,440,pacotille
pathologie,15043,440,pathologie
wô,15044,440,wô
rudolph,15045,440,rudolph
fourgonnette,15046,440,fourgonnette
protéine,15047,440,protéine
transparence,15048,440,transparence
rôtir,15049,440,rôtir
toussaint,15050,440,toussaint
problématique,15051,440,problématique
jacky,15052,440,jacky
rom,15053,440,rom roms
fraternel,15054,440,fraternel fraternelle
officieux,15055,440,officieux officieuse
loutre,15056,440,loutre loutres
émouvoir,15057,440,émouvoir émeut
egan,15058,439,egan
watch,15059,439,watch
olaf,15060,439,olaf
blondir,15061,439,blondie
hari,15062,439,hari
beecher,15063,439,beecher
vieillissant,15064,439,vieillissant
dupont,15065,439,dupont
ecrire,15066,439,ecrire
retordre,15067,439,retordre
inconvenant,15068,439,inconvenant inconvenante
mulet,15069,439,mulet mulets
fixement,15070,438,fixement
voight,15071,438,voight
kar,15072,438,kar
ferris,15073,438,ferris
fury,15074,438,fury
incarcération,15075,438,incarcération
dissimulation,15076,438,dissimulation
viennent-ils,15077,438,viennent-ils
cdt,15078,438,cdt
médiateur,15079,438,médiateur
celui-la,15080,438,celui-la
moreau,15081,438,moreau
sims,15082,438,sims
interphone,15083,438,interphone
kebab,15084,438,kebab kebabs
lao,15085,438,lao laos
argentin,15086,438,argentin argentins
tique,15087,438,tique tiques
châtier,15088,438,châtier châtie châtié
calé,15089,437,calé
touch,15090,437,touch
frobisher,15091,437,frobisher
autodéfense,15092,437,autodéfense
oak,15093,437,oak
marlo,15094,437,marlo
beale,15095,437,beale
xanax,15096,437,xanax
ecouter,15097,437,ecouter
maki,15098,437,maki
saline,15099,437,saline
orateur,15100,437,orateur
cop,15101,437,cop
cie,15102,437,cie
défendeur,15103,437,défendeur
barmaid,15104,437,barmaid
trans,15105,437,trans
cm1,15106,437,cm1
indigestion,15107,437,indigestion
sergent-chef,15108,437,sergent-chef
brindille,15109,437,brindille brindilles
melbourne,15110,436,melbourne
sand,15111,436,sand
tvs,15112,436,tvs
trance,15113,436,trance
thorpe,15114,436,thorpe
stimulation,15115,436,stimulation
ch11ebeb,15116,436,ch11ebeb
hyung,15117,436,hyung
billings,15118,436,billings
casse-pieds,15119,436,casse-pieds
non-lieu,15120,436,non-lieu
riverside,15121,436,riverside
insubordination,15122,436,insubordination
brice,15123,436,brice
régénérer,15124,436,régénérer régénère
allaiter,15125,436,allaiter allaite
banderole,15126,436,banderole banderoles
pose-moi,15127,435,pose-moi
corridor,15128,435,corridor
bedroom,15129,435,bedroom
anime,15130,435,anime
pelote,15131,435,pelote
acceptant,15132,435,acceptant
disgrâce,15133,435,disgrâce
mixeur,15134,435,mixeur
présomptueux,15135,435,présomptueux
valeureux,15136,435,valeureux
figurez-vous,15137,435,figurez-vous
réfléchissant,15138,435,réfléchissant
sampson,15139,435,sampson
sinus,15140,435,sinus
vivez-vous,15141,435,vivez-vous
monopole,15142,435,monopole
monarchie,15143,435,monarchie
tramway,15144,435,tramway
damnation,15145,435,damnation
kellerman,15146,435,kellerman
coloré,15147,435,coloré
baïonnette,15148,435,baïonnette baïonnettes
amplifier,15149,435,amplifier amplifie
inca,15150,435,inca incas
vraisemblablement,15151,434,vraisemblablement
oméga,15152,434,oméga
goodwin,15153,434,goodwin
wiley,15154,434,wiley
dinner,15155,434,dinner
suis-le,15156,434,suis-le
synagogue,15157,434,synagogue
perpète,15158,434,perpète
mace,15159,434,mace
crow,15160,434,crow
encadrer,15161,434,encadrer
mathématicien,15162,434,mathématicien mathématiciens
dévisager,15163,434,dévisager dévisage
consécutif,15164,434,consécutives consécutifs consécutive
contracté,15165,433,contracté
hypothétiquement,15166,433,hypothétiquement
éveil,15167,433,éveil
prodigue,15168,433,prodigue
anémie,15169,433,anémie
bosco,15170,433,bosco
tracey,15171,433,tracey
epstein,15172,433,epstein
mtv,15173,433,mtv
apollon,15174,433,apollon
dirigeable,15175,433,dirigeable
fashion,15176,433,fashion
pourrez-vous,15177,433,pourrez-vous
c.v.,15178,433,c.v.
sourdine,15179,433,sourdine
post-it,15180,433,post-it
passionnel,15181,433,passionnel
blackjack,15182,433,blackjack
casse-tête,15183,433,casse-tête
filou,15184,433,filou filous
autochtone,15185,433,autochtones autochtone
rescapé,15186,433,rescapés rescapé
astre,15187,433,astres astre
broutille,15188,433,broutilles broutille
aménager,15189,433,aménager aménagé
affliger,15190,433,affligé afflige affligée
inhalateur,15191,432,inhalateur
jace,15192,432,jace
